"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20071101_20170923_C01_V01_SRB4",129,113,113,114,NA,NA
"LE07_CU_007013_20071101_20170923_C01_V01_SRB5",71,56.6666666666667,12,66,NA,NA
"LE07_CU_007013_20071101_20170923_C01_V01_SRB7",60,39.3333333333333,30,59,NA,NA
"LE07_CU_007013_20071101_20170923_C01_V01_SRCLOUDQA",32,32,36,32,0,0
"LE07_CU_007013_20071117_20170923_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_PIXELQA",68,224,224,68,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRATMOSOPACITYQA",8,9,8,8,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB1",368,780.333333333333,816,222,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB2",567.5,765,879.5,288,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB3",412.5,739.333333333333,783,198.5,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB4",132,705,723,150,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB5",96,587.333333333333,582,79.5,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB7",49.5,509,450,50,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRCLOUDQA",32,27.3333333333333,40,21.3333333333333,0,0
"LE07_CU_007013_20071117_20170923_C01_V01_LINEAGEQA1",1,1,1,2,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_PIXELQA1",68,224,224,68,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_RADSATQA1",0,0,0,0,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRATMOSOPACITYQA1",8,9,8,8,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB11",368,780.333333333333,816,222,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB21",567.5,765,879.5,288,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB31",412.5,739.333333333333,783,198.5,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB41",132,705,723,150,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB51",96,587.333333333333,582,79.5,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRB71",49.5,509,450,50,NA,NA
"LE07_CU_007013_20071117_20170923_C01_V01_SRCLOUDQA1",32,27.3333333333333,40,21.3333333333333,0,0
"LE07_CU_007013_20071203_20170923_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20071203_20170923_C01_V01_PIXELQA",68,68,68,NA,NA,68
"LE07_CU_007013_20071203_20170923_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20071203_20170923_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,NA,9
"LE07_CU_007013_20071203_20170923_C01_V01_SRB1",376.5,220.333333333333,289,NA,NA,181
"LE07_CU_007013_20071203_20170923_C01_V01_SRB2",620,243.333333333333,317,NA,NA,256
"LE07_CU_007013_20071203_20170923_C01_V01_SRB3",345.5,113.666666666667,160,NA,NA,134
"LE07_CU_007013_20071203_20170923_C01_V01_SRB4",103,90,103,NA,NA,103
"LE07_CU_007013_20071203_20170923_C01_V01_SRB5",32,32,50,NA,NA,67
"LE07_CU_007013_20071203_20170923_C01_V01_SRB7",NA,60.3333333333333,91.5,NA,NA,72
"LE07_CU_007013_20071203_20170923_C01_V01_SRCLOUDQA",32,32,32,0,0,16
"LE07_CU_007013_20071203_20170923_C01_V01_LINEAGEQA1",1,1,1,NA,NA,2
"LE07_CU_007013_20071203_20170923_C01_V01_PIXELQA1",68,68,68,NA,NA,68
"LE07_CU_007013_20071203_20170923_C01_V01_RADSATQA1",0,0,0,NA,NA,0
"LE07_CU_007013_20071203_20170923_C01_V01_SRATMOSOPACITYQA1",9,9,9,NA,NA,9
"LE07_CU_007013_20071203_20170923_C01_V01_SRB11",376.5,220.333333333333,289,NA,NA,181
"LE07_CU_007013_20071203_20170923_C01_V01_SRB21",620,243.333333333333,317,NA,NA,256
"LE07_CU_007013_20071203_20170923_C01_V01_SRB31",345.5,113.666666666667,160,NA,NA,134
"LE07_CU_007013_20071203_20170923_C01_V01_SRB41",103,90,103,NA,NA,103
"LE07_CU_007013_20071203_20170923_C01_V01_SRB51",32,32,50,NA,NA,67
"LE07_CU_007013_20071203_20170923_C01_V01_SRB71",NA,60.3333333333333,91.5,NA,NA,72
"LE07_CU_007013_20071203_20170923_C01_V01_SRCLOUDQA1",32,32,32,0,0,16
"LE07_CU_007013_20071219_20170923_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20071219_20170923_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20071219_20170923_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20071219_20170923_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,9
"LE07_CU_007013_20071219_20170923_C01_V01_SRB1",NA,288,364,350,328.666666666667,330
"LE07_CU_007013_20071219_20170923_C01_V01_SRB2",NA,295,341.5,416,410.666666666667,391
"LE07_CU_007013_20071219_20170923_C01_V01_SRB3",NA,197,173.5,267,311,302
"LE07_CU_007013_20071219_20170923_C01_V01_SRB4",NA,98,91.5,140.666666666667,207.666666666667,153
"LE07_CU_007013_20071219_20170923_C01_V01_SRB5",NA,34.6666666666667,16.5,84,96.6666666666667,53
"LE07_CU_007013_20071219_20170923_C01_V01_SRB7",NA,25.3333333333333,38,64,90.3333333333333,18.5
"LE07_CU_007013_20071219_20170923_C01_V01_SRCLOUDQA",0,32,32,36,32,32
"LE07_CU_007013_20071228_20170923_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20071228_20170923_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20071228_20170923_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20071228_20170923_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,9,9,9
"LE07_CU_007013_20071228_20170923_C01_V01_SRB1",NA,NA,NA,341,333.666666666667,328
"LE07_CU_007013_20071228_20170923_C01_V01_SRB2",NA,NA,NA,366,407.666666666667,368
"LE07_CU_007013_20071228_20170923_C01_V01_SRB3",NA,NA,NA,284,252,297
"LE07_CU_007013_20071228_20170923_C01_V01_SRB4",NA,NA,NA,117,197.333333333333,177
"LE07_CU_007013_20071228_20170923_C01_V01_SRB5",NA,NA,NA,99.3333333333333,150,93
"LE07_CU_007013_20071228_20170923_C01_V01_SRB7",NA,NA,NA,38.3333333333333,78,97.5
"LE07_CU_007013_20071228_20170923_C01_V01_SRCLOUDQA",0,0,0,32,32,32
"LE07_CU_007013_20080113_20170923_C01_V01_LINEAGEQA",2,NA,NA,2,NA,2
"LE07_CU_007013_20080113_20170923_C01_V01_PIXELQA",68,NA,NA,68,NA,68
"LE07_CU_007013_20080113_20170923_C01_V01_RADSATQA",0,NA,NA,0,NA,0
"LE07_CU_007013_20080113_20170923_C01_V01_SRATMOSOPACITYQA",9,NA,NA,12,NA,17
"LE07_CU_007013_20080113_20170923_C01_V01_SRB1",379.5,NA,NA,230.5,NA,245.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB2",521.5,NA,NA,208,NA,229
"LE07_CU_007013_20080113_20170923_C01_V01_SRB3",557.5,NA,NA,203,NA,169.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB4",153,NA,NA,110,NA,106.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB5",34,NA,NA,51.5,NA,50.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB7",NA,NA,NA,74.5,NA,55.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRCLOUDQA",32,0,0,21.3333333333333,0,32
"LE07_CU_007013_20170301_20170928_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20170301_20170928_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20170301_20170928_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20170301_20170928_C01_V01_SRATMOSOPACITYQA",8,9,9,NA,9,9
"LE07_CU_007013_20170301_20170928_C01_V01_SRB1",277,200.666666666667,208.5,NA,209.666666666667,198
"LE07_CU_007013_20170301_20170928_C01_V01_SRB2",432.5,187.666666666667,199.5,NA,311.333333333333,247
"LE07_CU_007013_20170301_20170928_C01_V01_SRB3",314.5,109.666666666667,106,NA,213.333333333333,149
"LE07_CU_007013_20170301_20170928_C01_V01_SRB4",150,128,106.5,NA,214.666666666667,172
"LE07_CU_007013_20170301_20170928_C01_V01_SRB5",63.5,58.3333333333333,50,NA,147.333333333333,89.5
"LE07_CU_007013_20170301_20170928_C01_V01_SRB7",26,26,13,NA,125.333333333333,66.5
"LE07_CU_007013_20170301_20170928_C01_V01_SRCLOUDQA",32,32,32,0,32,32
"LE07_CU_007013_20170310_20170928_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20170310_20170928_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20170310_20170928_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20170310_20170928_C01_V01_SRATMOSOPACITYQA",8,NA,NA,9,9,9
"LE07_CU_007013_20170310_20170928_C01_V01_SRB1",362.5,NA,NA,237,305.333333333333,227
"LE07_CU_007013_20170310_20170928_C01_V01_SRB2",575,NA,NA,247,313.666666666667,213
"LE07_CU_007013_20170310_20170928_C01_V01_SRB3",452.5,NA,NA,123,244,137
"LE07_CU_007013_20170310_20170928_C01_V01_SRB4",186,NA,NA,137,219,164
"LE07_CU_007013_20170310_20170928_C01_V01_SRB5",35,NA,NA,73.6666666666667,150.333333333333,22
"LE07_CU_007013_20170310_20170928_C01_V01_SRB7",38.5,NA,NA,42.3333333333333,94.6666666666667,64
"LE07_CU_007013_20170310_20170928_C01_V01_SRCLOUDQA",36,0,0,36,40,40
"LE07_CU_007013_20170402_20170928_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20170402_20170928_C01_V01_PIXELQA",68,68,68,NA,NA,68
"LE07_CU_007013_20170402_20170928_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20170402_20170928_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,NA,8
"LE07_CU_007013_20170402_20170928_C01_V01_SRB1",259,211.333333333333,244,NA,NA,215
"LE07_CU_007013_20170402_20170928_C01_V01_SRB2",390,194.666666666667,281.5,NA,NA,231
"LE07_CU_007013_20170402_20170928_C01_V01_SRB3",279.5,154,174,NA,NA,189.5
"LE07_CU_007013_20170402_20170928_C01_V01_SRB4",141,153.333333333333,141,NA,NA,177
"LE07_CU_007013_20170402_20170928_C01_V01_SRB5",65,80.3333333333333,88,NA,NA,87
"LE07_CU_007013_20170402_20170928_C01_V01_SRB7",11,60.6666666666667,69,NA,NA,45
"LE07_CU_007013_20170402_20170928_C01_V01_SRCLOUDQA",36,36,32,0,0,32
"LE07_CU_007013_20170411_20170928_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20170411_20170928_C01_V01_PIXELQA",224,NA,NA,NA,224,224
"LE07_CU_007013_20170411_20170928_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20170411_20170928_C01_V01_SRATMOSOPACITYQA",250,NA,NA,NA,228,228
"LE07_CU_007013_20170411_20170928_C01_V01_SRB1",1916,NA,NA,NA,1042,1053
"LE07_CU_007013_20170411_20170928_C01_V01_SRB2",2048.5,NA,NA,NA,1162.66666666667,1147
"LE07_CU_007013_20170411_20170928_C01_V01_SRB3",2101,NA,NA,NA,1201,1192.5
"LE07_CU_007013_20170411_20170928_C01_V01_SRB4",2488,NA,NA,NA,1478.66666666667,1416
"LE07_CU_007013_20170411_20170928_C01_V01_SRB5",1697,NA,NA,NA,1170.33333333333,1132
"LE07_CU_007013_20170411_20170928_C01_V01_SRB7",1411.5,NA,NA,NA,970.333333333333,909
"LE07_CU_007013_20170411_20170928_C01_V01_SRCLOUDQA",2,0,0,0,4,4
"LE07_CU_007013_20170418_20170928_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRATMOSOPACITYQA",9,8,8,8,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRB1",289.5,245,208,400.5,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRB2",398,295,259,481,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRB3",331,197.666666666667,165,397,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRB4",271,166,148,376,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRB5",191.5,105.333333333333,51,310,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRB7",142,71.6666666666667,31.5,275,NA,NA
"LE07_CU_007013_20170418_20170928_C01_V01_SRCLOUDQA",36,36,32,26.6666666666667,0,0
"LE07_CU_007013_20170427_20170928_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20170427_20170928_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20170427_20170928_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20170427_20170928_C01_V01_SRATMOSOPACITYQA",14,NA,NA,NA,12,12
"LE07_CU_007013_20170427_20170928_C01_V01_SRB1",413.5,NA,NA,NA,489.333333333333,494
"LE07_CU_007013_20170427_20170928_C01_V01_SRB2",428,NA,NA,NA,519.333333333333,500.5
"LE07_CU_007013_20170427_20170928_C01_V01_SRB3",395.5,NA,NA,NA,520.333333333333,502.5
"LE07_CU_007013_20170427_20170928_C01_V01_SRB4",441,NA,NA,NA,578,561
"LE07_CU_007013_20170427_20170928_C01_V01_SRB5",350,NA,NA,NA,560,499
"LE07_CU_007013_20170427_20170928_C01_V01_SRB7",261,NA,NA,NA,457.333333333333,414
"LE07_CU_007013_20170427_20170928_C01_V01_SRCLOUDQA",8,0,0,0,2,2
"LE07_CU_007013_20170504_20170928_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRATMOSOPACITYQA",9,8.33333333333333,8,8,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRB1",290,366,228,431,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRB2",446.5,389.666666666667,243,487.666666666667,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRB3",319.5,331,147.5,417.333333333333,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRB4",193,305.333333333333,141,374.333333333333,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRB5",70.5,220.666666666667,70,284,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRB7",41,205.666666666667,84.5,227,NA,NA
"LE07_CU_007013_20170504_20170928_C01_V01_SRCLOUDQA",36,36,32,40,0,0
"LE07_CU_007013_20170529_20170928_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20170529_20170928_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20170529_20170928_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20170529_20170928_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20170529_20170928_C01_V01_SRB1",478,NA,NA,301,366.333333333333,308
"LE07_CU_007013_20170529_20170928_C01_V01_SRB2",644.5,NA,NA,353,418,357
"LE07_CU_007013_20170529_20170928_C01_V01_SRB3",486.5,NA,NA,284,371.333333333333,291
"LE07_CU_007013_20170529_20170928_C01_V01_SRB4",392.5,NA,NA,234.333333333333,345,256
"LE07_CU_007013_20170529_20170928_C01_V01_SRB5",193.5,NA,NA,162,266,172.5
"LE07_CU_007013_20170529_20170928_C01_V01_SRB7",179,NA,NA,125.333333333333,217.333333333333,136
"LE07_CU_007013_20170529_20170928_C01_V01_SRCLOUDQA",36,0,0,40,29.3333333333333,40
"LE07_CU_007013_20170605_20170928_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20170605_20170928_C01_V01_PIXELQA",68,68,82,NA,68,68
"LE07_CU_007013_20170605_20170928_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20170605_20170928_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,8,8
"LE07_CU_007013_20170605_20170928_C01_V01_SRB1",869.5,314,445,NA,313,415
"LE07_CU_007013_20170605_20170928_C01_V01_SRB2",1182.5,352.666666666667,509,NA,412.5,525.5
"LE07_CU_007013_20170605_20170928_C01_V01_SRB3",1041.5,217,399.5,NA,306,423
"LE07_CU_007013_20170605_20170928_C01_V01_SRB4",897,166.666666666667,324,NA,274,376
"LE07_CU_007013_20170605_20170928_C01_V01_SRB5",660,134.666666666667,288,NA,214.5,339
"LE07_CU_007013_20170605_20170928_C01_V01_SRB7",572,77,201,NA,148,244
"LE07_CU_007013_20170605_20170928_C01_V01_SRCLOUDQA",36,36,40,0,24,36
"LE07_CU_007013_20170614_20170928_C01_V01_LINEAGEQA",2,NA,NA,2,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_PIXELQA",68,NA,NA,68,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_RADSATQA",0,NA,NA,0,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRATMOSOPACITYQA",9,NA,NA,8,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRB1",241,NA,NA,267,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRB2",279,NA,NA,310.333333333333,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRB3",207,NA,NA,188.333333333333,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRB4",136.5,NA,NA,163.333333333333,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRB5",79,NA,NA,106,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRB7",61,NA,NA,75,NA,NA
"LE07_CU_007013_20170614_20170928_C01_V01_SRCLOUDQA",36,0,0,40,0,0
"LE07_CU_007013_20170621_20170928_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20170621_20170928_C01_V01_PIXELQA",NA,224,224,68,68,68
"LE07_CU_007013_20170621_20170928_C01_V01_RADSATQA",NA,0,1,0,0,0
"LE07_CU_007013_20170621_20170928_C01_V01_SRATMOSOPACITYQA",NA,8,15,8,8,8
"LE07_CU_007013_20170621_20170928_C01_V01_SRB1",NA,889,11413,509.333333333333,519,512.5
"LE07_CU_007013_20170621_20170928_C01_V01_SRB2",NA,957,3223,579.666666666667,611.666666666667,591.5
"LE07_CU_007013_20170621_20170928_C01_V01_SRB3",NA,923.333333333333,3474,451.666666666667,518.666666666667,490.5
"LE07_CU_007013_20170621_20170928_C01_V01_SRB4",NA,950.333333333333,3928.5,351.666666666667,408.333333333333,363
"LE07_CU_007013_20170621_20170928_C01_V01_SRB5",NA,833.666666666667,4351.5,191.333333333333,247.333333333333,195
"LE07_CU_007013_20170621_20170928_C01_V01_SRB7",NA,657.333333333333,3577,156.666666666667,156.333333333333,127.5
"LE07_CU_007013_20170621_20170928_C01_V01_SRCLOUDQA",0,2,2,40,40,40
"LE07_CU_007013_20170630_20170928_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20170630_20170928_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20170630_20170928_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20170630_20170928_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,9,9
"LE07_CU_007013_20170630_20170928_C01_V01_SRB1",250,NA,NA,257,262.666666666667,249
"LE07_CU_007013_20170630_20170928_C01_V01_SRB2",273,NA,NA,293.666666666667,299.333333333333,272
"LE07_CU_007013_20170630_20170928_C01_V01_SRB3",223.5,NA,NA,211,243.666666666667,227
"LE07_CU_007013_20170630_20170928_C01_V01_SRB4",125,NA,NA,158,213.333333333333,157
"LE07_CU_007013_20170630_20170928_C01_V01_SRB5",81,NA,NA,93.3333333333333,170,121
"LE07_CU_007013_20170630_20170928_C01_V01_SRB7",62,NA,NA,69,169,41
"LE07_CU_007013_20170630_20170928_C01_V01_SRCLOUDQA",36,0,0,40,40,40
"LE07_CU_007013_20170707_20170928_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20170707_20170928_C01_V01_PIXELQA",68,138.666666666667,68,NA,96,224
"LE07_CU_007013_20170707_20170928_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20170707_20170928_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,8,8
"LE07_CU_007013_20170707_20170928_C01_V01_SRB1",425.5,645,543,NA,1287.66666666667,1210
"LE07_CU_007013_20170707_20170928_C01_V01_SRB2",467,755.666666666667,648,NA,1519,1459.5
"LE07_CU_007013_20170707_20170928_C01_V01_SRB3",408,576.333333333333,446.5,NA,1592.33333333333,1508.5
"LE07_CU_007013_20170707_20170928_C01_V01_SRB4",334,495.333333333333,368.5,NA,1555.33333333333,1457.5
"LE07_CU_007013_20170707_20170928_C01_V01_SRB5",197.5,427.666666666667,272.5,NA,1486,1394.5
"LE07_CU_007013_20170707_20170928_C01_V01_SRB7",141,363.333333333333,239.5,NA,1277.33333333333,1182.5
"LE07_CU_007013_20170707_20170928_C01_V01_SRCLOUDQA",36,36,32,0,40,40
"LE07_CU_007013_20170716_20170928_C01_V01_LINEAGEQA",2,NA,NA,2,NA,2
"LE07_CU_007013_20170716_20170928_C01_V01_PIXELQA",224,NA,NA,68,NA,68
"LE07_CU_007013_20170716_20170928_C01_V01_RADSATQA",0,NA,NA,0,NA,0
"LE07_CU_007013_20170716_20170928_C01_V01_SRATMOSOPACITYQA",53,NA,NA,8,NA,8
"LE07_CU_007013_20170716_20170928_C01_V01_SRB1",2578,NA,NA,407,NA,380
"LE07_CU_007013_20170716_20170928_C01_V01_SRB2",2808,NA,NA,448,NA,446
"LE07_CU_007013_20170716_20170928_C01_V01_SRB3",3045.5,NA,NA,322,NA,322
"LE07_CU_007013_20170716_20170928_C01_V01_SRB4",3502.5,NA,NA,274,NA,274
"LE07_CU_007013_20170716_20170928_C01_V01_SRB5",3479,NA,NA,191,NA,191
"LE07_CU_007013_20170716_20170928_C01_V01_SRB7",3044,NA,NA,134,NA,145
"LE07_CU_007013_20170716_20170928_C01_V01_SRCLOUDQA",2,0,0,13.3333333333333,0,32
"LE07_CU_007013_20170723_20170928_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20170723_20170928_C01_V01_PIXELQA",NA,138.666666666667,160,224,224,224
"LE07_CU_007013_20170723_20170928_C01_V01_RADSATQA",NA,0,0,0.666666666666667,0,0
"LE07_CU_007013_20170723_20170928_C01_V01_SRATMOSOPACITYQA",NA,9,9,8,8,8
"LE07_CU_007013_20170723_20170928_C01_V01_SRB1",NA,779,909,8711,2615,2586
"LE07_CU_007013_20170723_20170928_C01_V01_SRB2",NA,872.666666666667,1052.5,3261,2764.66666666667,2759
"LE07_CU_007013_20170723_20170928_C01_V01_SRB3",NA,861.666666666667,1076.5,3385.66666666667,2908.33333333333,2921.5
"LE07_CU_007013_20170723_20170928_C01_V01_SRB4",NA,923.333333333333,1231,3693,3188.66666666667,3177
"LE07_CU_007013_20170723_20170928_C01_V01_SRB5",NA,1071.66666666667,1220,2245,1992.66666666667,1953
"LE07_CU_007013_20170723_20170928_C01_V01_SRB7",NA,937,1057,1880.33333333333,1639.33333333333,1624
"LE07_CU_007013_20170723_20170928_C01_V01_SRCLOUDQA",0,6,2,2,2,2
"LE07_CU_007013_20170801_20170928_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20170801_20170928_C01_V01_PIXELQA",NA,NA,NA,224,224,NA
"LE07_CU_007013_20170801_20170928_C01_V01_RADSATQA",NA,NA,NA,2,10,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,84,85,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRB1",NA,NA,NA,20000,20000,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRB2",NA,NA,NA,3303.33333333333,3762,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRB3",NA,NA,NA,3584,20000,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRB4",NA,NA,NA,4205.33333333333,4651,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRB5",NA,NA,NA,3864,4323,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRB7",NA,NA,NA,3362,3928,NA
"LE07_CU_007013_20170801_20170928_C01_V01_SRCLOUDQA",0,0,0,2,11.3333333333333,0
"LE07_CU_007013_20170808_20170928_C01_V01_LINEAGEQA",1,1,1,2,2,NA
"LE07_CU_007013_20170808_20170928_C01_V01_PIXELQA",68,68,68,68,68,NA
"LE07_CU_007013_20170808_20170928_C01_V01_RADSATQA",0,0,0,0,0,NA
"LE07_CU_007013_20170808_20170928_C01_V01_SRATMOSOPACITYQA",9,8,9,8,8,NA
"LE07_CU_007013_20170808_20170928_C01_V01_SRB1",194,267,258.5,187.666666666667,216.666666666667,NA
"LE07_CU_007013_20170808_20170928_C01_V01_SRB2",214,309,282.5,291,322,NA
"LE07_CU_007013_20170808_20170928_C01_V01_SRB3",132,190,163,220.666666666667,267,NA
